customer_key;customer_name;customer_type;gender;age;csp;city;country_key;phone;email;created_date_key
944;Étienne Poirier-Garnier;B2C;M;66;Retraité;Shenzhen;86;0174040564;alexandrieboyer@example.org;20190102
945;Marc de Étienne;B2C;F;37;Entrepreneur;Toulouse;33;+33 5 61 36 34 27;constanceclement@example.com;20231029
946;Julien Daniel S.A.R.L.;B2B;M;61;Cadre Supérieur;Chicago;1;+33 5 96 38 12 32;anoukgilbert@example.net;20190512
947;Lucas Le Faivre;B2C;F;34;Entrepreneur;Marseille;33;0257262499;blanchardchristine@example.org;20230519
948;Inès Leroux;B2C;M;23;Technicien;Munich;49;0356103022;suzannegirard@example.com;20240212
949;Auguste Morin;B2C;F;60;Cadre Supérieur;Fortaleza;55;0173539782;william69@example.com;20220624
950;Adèle de Bousquet;B2C;M;64;Indépendant;Guangzhou;86;+33 (0)2 85 77 16 53;marionjosette@example.org;20210606
951;Monique-Laure Garnier;B2C;M;21;Employé;Toulouse;33;0594050394;aime36@example.org;20210610
952;Hervé Maréchal S.A.S.;B2B;F;48;Entrepreneur;Munich;49;+33 3 56 94 16 06;maggie36@example.net;20230330
953;Marine-Antoinette Dijoux;B2C;F;33;Entrepreneur;Seville;34;+33 3 61 03 17 85;francoise19@example.com;20231129
954;Pasquier;B2B;M;51;Retraité;Lyon;33;0493655902;audrey26@example.net;20210918
955;Thérèse du Joseph;B2C;M;52;Cadre Supérieur;Munich;49;+33 (0)3 84 52 84 84;jean08@example.net;20210514
956;Georges Garcia;B2C;F;27;Technicien;Guangzhou;86;03 88 69 87 43;alexandrie14@example.net;20200404
957;Aurélie Delorme;B2C;M;65;Retraité;Houston;1;0372054546;ttoussaint@example.org;20240824
958;Hugues Dupuy-Roche;B2C;F;36;Profession libérale;Bangalore;91;+33 1 70 96 64 73;camillerocher@example.net;20210831
959;Anouk Barbe;B2C;M;34;Cadre;Beijing;86;+33 (0)4 89 90 26 15;umerle@example.org;20220821
960;Martin-Frédéric Masson;B2C;F;41;Entrepreneur;Rio de Janeiro;55;+33 4 90 13 26 35;genevievejulien@example.net;20230129
961;Imbert;B2B;M;60;Retraité;Birmingham;44;+33 4 65 10 88 92;brunoceane@example.org;20210905
962;Thibaut Jacques;B2C;F;34;Entrepreneur;Barcelona;34;05 87 69 57 52;fleurystephane@example.org;20200513
963;Pasquier;B2B;F;26;Employé;Chennai;91;0524612217;denisdupuy@example.org;20190728
964;Nicolas Picard du Pineau;B2C;F;59;Indépendant;Rio de Janeiro;55;+33 (0)6 37 79 17 22;poiriermarthe@example.net;20190810
965;Sauvage et Fils;B2B;F;55;Indépendant;Fortaleza;55;0547082584;delannoymarc@example.org;20220326
966;Charrier;B2B;F;52;Indépendant;Rome;39;04 99 14 85 99;thierryfrederic@example.net;20230828
967;Charlotte-Capucine Mahe;B2C;F;70;Retraité;Glasgow;44;0253071628;rdaniel@example.com;20210729
968;Nathalie Deschamps;B2C;M;39;Cadre;Munich;49;0297292573;mtoussaint@example.com;20211121
969;Valentine du Rey;B2C;M;35;Cadre;Chicago;1;0245614739;patrick58@example.com;20240421
970;Colette Durand;B2C;M;39;Cadre;Phoenix;1;+33 (0)1 46 48 59 99;wfournier@example.org;20211208
971;Charles Pereira-Julien;B2C;M;49;Profession libérale;Lyon;33;+33 (0)1 60 28 96 15;briandelise@example.net;20200612
972;Marc Monnier;B2C;F;61;Retraité;Milan;39;04 27 20 24 68;bertrandclerc@example.net;20240116
973;Hernandez;B2B;M;29;Employé;Madrid;34;+33 (0)4 93 19 83 36;diasadrien@example.com;20220524
974;Hélène Rodrigues-Mary;B2C;M;64;Indépendant;Manchester;44;+33 3 81 51 21 45;collintherese@example.org;20200125
975;Jacqueline Roche;B2C;F;35;Entrepreneur;Beijing;86;0310829723;zoegaudin@example.net;20210324
976;Georges Moulin;B2C;M;31;Profession libérale;Kolkata;91;0485302472;agnes61@example.net;20240102
977;Claude Duhamel Le Albert;B2C;M;68;Indépendant;New York;1;04 43 50 08 39;rlemaire@example.net;20200613
978;Didier;B2B;M;46;Cadre;Beijing;86;+33 (0)2 97 23 21 54;kmorvan@example.org;20221220
979;Zoé Sauvage du Marie;B2C;M;60;Retraité;Rome;39;+33 (0)2 54 74 99 40;claudinedias@example.com;20210925
980;Édith Lambert Le Moulin;B2C;M;36;Entrepreneur;Turin;39;+33 4 99 22 39 91;valentinzoe@example.com;20230913
981;Jérôme Legros;B2C;M;40;Profession libérale;São Paulo;55;+33 4 97 30 91 16;texierarnaude@example.org;20201020
982;Éric Robin de Pottier;B2C;M;25;Technicien;Osaka;81;+33 2 38 67 29 91;aurore76@example.org;20210919
983;Émile Maréchal;B2C;F;28;Commerçant;Chicago;1;+33 2 31 91 83 84;valentinetorres@example.org;20230620
984;Augustin Brunet de Guichard;B2C;F;48;Profession libérale;Fortaleza;55;06 34 23 87 71;duboiswilliam@example.com;20210517
985;Martins Barbier et Fils;B2B;M;27;Technicien;Beijing;86;0229926301;gjacques@example.com;20200822
986;Gilbert Rousseau;B2C;F;24;Employé;Rome;39;+33 6 98 60 92 16;qruiz@example.net;20240505
987;Frédérique Le Olivier;B2C;F;43;Profession libérale;Salvador;55;0277245291;josephjean@example.org;20200207
988;Marine Gay;B2C;F;54;Retraité;Cologne;49;03 79 16 82 48;adrienbertrand@example.net;20241130
989;Constance François;B2C;F;34;Profession libérale;Sapporo;81;0375847840;catherinebailly@example.org;20210910
990;Laure Roche;B2C;F;67;Indépendant;Bangalore;91;+33 4 44 94 01 57;marinebrunet@example.net;20230827
991;Perez S.A.;B2B;F;63;Indépendant;Shenzhen;86;+33 (0)5 64 96 55 22;fernandezlucy@example.net;20240114
992;Vincent Clément;B2C;F;33;Cadre;Yokohama;81;01 60 29 57 08;jmercier@example.com;20221103
993;Daniel Picard;B2C;M;68;Indépendant;Nagoya;81;+33 5 64 54 07 74;trenard@example.com;20200321
994;Cordier Maillot S.A.;B2B;M;70;Retraité;Osaka;81;+33 1 74 03 83 21;wduval@example.org;20191216
995;Gérard Breton;B2C;M;45;Entrepreneur;Bordeaux;33;+33 (0)1 34 44 37 40;aime35@example.com;20200613
996;Legros;B2B;F;47;Cadre;Mumbai;91;+33 (0)4 32 87 92 71;henriette32@example.net;20240514
997;Hélène-Christelle Lelièvre;B2C;M;67;Indépendant;Sapporo;81;0476558223;nmillet@example.net;20200414
998;Anaïs Muller;B2C;F;23;Employé;Turin;39;05 19 44 45 79;pasquiergilles@example.org;20240303
999;Christine Gaudin Le Vallet;B2C;F;47;Cadre;Lyon;33;0493056281;dnormand@example.net;20200125
1000;Marc de la Guillot;B2C;F;35;Entrepreneur;Houston;1;+33 3 26 57 18 70;ydos-santos@example.com;20230302
